StationID,BenSampID,RepNum,FinalID,Individuals,Excluded Taxa,ID Comments,Taxonomist,Entered By,Entered Date
2-JKS023.61,FAMJKS1600,1,Chironomidae,42,0,,GEORGEJ DEVLIN,WQM_DBA,9/27/2001 0:00
2-JKS023.61,FAMJKS1600,1,Corbiculidae,12,0,,GEORGEJ DEVLIN,WQM_DBA,9/27/2001 0:00
2-JKS023.61,FAMJKS1600,1,Elmidae,2,0,,GEORGEJ DEVLIN,WQM_DBA,9/27/2001 0:00
2-JKS023.61,FAMJKS1600,1,Ephemerellidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,9/27/2001 0:00
2-JKS023.61,FAMJKS1600,1,Planorbidae,6,0,,GEORGEJ DEVLIN,WQM_DBA,9/27/2001 0:00
2-JKS023.61,FAMJKS1600,1,Simuliidae,48,0,,GEORGEJ DEVLIN,WQM_DBA,9/27/2001 0:00
2-JKS023.61,FAMJKS1600,1,Tricladida,28,0,,GEORGEJ DEVLIN,WQM_DBA,9/27/2001 0:00
2-JKS023.61,FAMJKS1600,1,Tubificidae,6,0,,GEORGEJ DEVLIN,WQM_DBA,9/27/2001 0:00
2-JKS023.61,FAMJKS1667,1,Chironomidae,6,0,,MARYV RUMMEL (DAIL),WQM_DBA,1/31/2002 0:00
2-JKS023.61,FAMJKS1667,1,Hydropsychidae,20,0,,MARYV RUMMEL (DAIL),WQM_DBA,1/31/2002 0:00
2-JKS023.61,FAMJKS1667,1,Hydroptilidae,1,0,,MARYV RUMMEL (DAIL),WQM_DBA,1/31/2002 0:00
2-JKS023.61,FAMJKS1667,1,Lumbriculidae,1,0,,MARYV RUMMEL (DAIL),WQM_DBA,1/31/2002 0:00
2-JKS023.61,FAMJKS1667,1,Planorbidae,6,0,,MARYV RUMMEL (DAIL),WQM_DBA,1/31/2002 0:00
2-JKS023.61,FAMJKS1667,1,Simuliidae,26,0,,MARYV RUMMEL (DAIL),WQM_DBA,1/31/2002 0:00
2-JKS023.61,FAMJKS1667,1,Tricladida,31,0,,MARYV RUMMEL (DAIL),WQM_DBA,1/31/2002 0:00
2-JKS023.61,FAMJKS1667,1,Tubificidae,10,0,,MARYV RUMMEL (DAIL),WQM_DBA,1/31/2002 0:00
2-JKS023.61,FAMJKS10207,1,Ancylidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,2/19/2003 0:00
2-JKS023.61,FAMJKS10207,1,Asellidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,2/19/2003 0:00
2-JKS023.61,FAMJKS10207,1,Baetidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,2/19/2003 0:00
2-JKS023.61,FAMJKS10207,1,Brachycentridae,2,0,,GEORGEJ DEVLIN,WQM_DBA,2/19/2003 0:00
2-JKS023.61,FAMJKS10207,1,Chironomidae,4,0,,GEORGEJ DEVLIN,WQM_DBA,2/19/2003 0:00
2-JKS023.61,FAMJKS10207,1,Ephemerellidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,2/19/2003 0:00
2-JKS023.61,FAMJKS10207,1,Hydropsychidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,2/19/2003 0:00
2-JKS023.61,FAMJKS10207,1,Pisidiidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,2/19/2003 0:00
2-JKS023.61,FAMJKS10207,1,Planorbidae,6,0,,GEORGEJ DEVLIN,WQM_DBA,2/19/2003 0:00
2-JKS023.61,FAMJKS10207,1,Simuliidae,33,0,,GEORGEJ DEVLIN,WQM_DBA,2/19/2003 0:00
2-JKS023.61,FAMJKS10207,1,Tricladida,25,0,,GEORGEJ DEVLIN,WQM_DBA,2/19/2003 0:00
2-JKS023.61,FAMJKS10207,1,Tubificidae,29,0,,GEORGEJ DEVLIN,WQM_DBA,2/19/2003 0:00
2-JKS023.61,FAMJKS1028,1,Ancylidae,3,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1028,1,Chironomidae,45,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1028,1,Corydalidae,1,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1028,1,Hydropsychidae,10,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1028,1,Tubificidae,45,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS2972,1,Hydropsychidae,95,0,,GEORGEJ DEVLIN,WQM_DBA,6/23/2004 0:00
2-JKS023.61,FAMJKS2972,1,Perlidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,6/23/2004 0:00
2-JKS023.61,FAMJKS2972,1,Pisidiidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,6/23/2004 0:00
2-JKS023.61,FAMJKS2972,1,Simuliidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,6/23/2004 0:00
2-JKS023.61,FAMJKS2972,1,Tipulidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,6/23/2004 0:00
2-JKS023.61,FAMJKS2972,1,Tricladida,9,0,,GEORGEJ DEVLIN,WQM_DBA,6/23/2004 0:00
2-JKS023.61,FAMJKS2972,1,Tubificidae,3,0,,GEORGEJ DEVLIN,WQM_DBA,6/23/2004 0:00
2-JKS023.61,FAMJKS2972,1,Viviparidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,6/23/2004 0:00
2-JKS023.61,FAMJKS3166,1,Asellidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS3166,1,Baetidae,21,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS3166,1,Blephariceridae,1,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS3166,1,Brachycentridae,1,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS3166,1,Chironomidae,24,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS3166,1,Corbiculidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS3166,1,Corydalidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS3166,1,Elmidae,10,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS3166,1,Ephemerellidae,2,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS3166,1,Heptageniidae,3,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS3166,1,Hydropsychidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS1172,1,Ephemerellidae,1,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1172,1,Hydropsychidae,1,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1172,1,Pleuroceridae,1,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1172,1,Pteronarcyidae,1,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1172,1,Simuliidae,9,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1172,1,Tricladida,25,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1172,1,Tubificidae,65,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1331,1,Chironomidae,27,0,,GEORGEJ DEVLIN,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1331,1,Hydropsychidae,57,0,,GEORGEJ DEVLIN,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1331,1,Planorbidae,3,0,,GEORGEJ DEVLIN,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1331,1,Simuliidae,25,0,,GEORGEJ DEVLIN,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1331,1,Tricladida,20,0,,GEORGEJ DEVLIN,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1331,1,Tubificidae,19,0,,GEORGEJ DEVLIN,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1387,1,Ancylidae,5,0,,GEORGEJ DEVLIN,WQM_DBA,6/22/1999 0:00
2-JKS023.61,FAMJKS1387,1,Asellidae,6,0,,GEORGEJ DEVLIN,WQM_DBA,6/22/1999 0:00
2-JKS023.61,FAMJKS1387,1,Ceratopogonidae,2,0,,GEORGEJ DEVLIN,WQM_DBA,6/22/1999 0:00
2-JKS023.61,FAMJKS1387,1,Chironomidae,10,0,,GEORGEJ DEVLIN,WQM_DBA,6/22/1999 0:00
2-JKS023.61,FAMJKS1387,1,Gammaridae,4,0,,GEORGEJ DEVLIN,WQM_DBA,6/22/1999 0:00
2-JKS023.61,FAMJKS1387,1,Hydrophilidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,6/22/1999 0:00
2-JKS023.61,FAMJKS1387,1,Planorbidae,16,0,,GEORGEJ DEVLIN,WQM_DBA,6/22/1999 0:00
2-JKS023.61,FAMJKS1387,1,Simuliidae,18,0,,GEORGEJ DEVLIN,WQM_DBA,6/22/1999 0:00
2-JKS023.61,FAMJKS1387,1,Tricladida,18,0,,GEORGEJ DEVLIN,WQM_DBA,6/22/1999 0:00
2-JKS023.61,FAMJKS1387,1,Tubificidae,46,0,,GEORGEJ DEVLIN,WQM_DBA,6/22/1999 0:00
2-JKS023.61,FAMJKS3166,1,Isonychiidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS3166,1,Leptophlebiidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS3166,1,Lumbriculidae,4,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS3166,1,Perlidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS3166,1,Planorbidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS3166,1,Psephenidae,2,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS3166,1,Simuliidae,10,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS3166,1,Tubificidae,20,0,,GEORGEJ DEVLIN,WQM_DBA,1/10/2005 0:00
2-JKS023.61,FAMJKS192,1,Asellidae,11,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS192,1,Baetidae,1,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS192,1,Simuliidae,95,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS192,1,Tricladida,5,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS192,1,Tubificidae,31,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS2,1,Asellidae,3,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS2,1,Chironomidae,20,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS2,1,Corbiculidae,1,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS2,1,Hirudinidae,2,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS2,1,Hydropsychidae,26,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS2,1,Lumbriculidae,12,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS2,1,Physidae,2,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS2,1,Psephenidae,1,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS2,1,Simuliidae,6,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS2,1,Tricladida,10,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS2,1,Tubificidae,50,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS1477,1,Ancylidae,3,0,,GEORGEJ DEVLIN,WQM_DBA,3/16/2000 0:00
2-JKS023.61,FAMJKS1477,1,Chironomidae,8,0,,GEORGEJ DEVLIN,WQM_DBA,3/16/2000 0:00
2-JKS023.61,FAMJKS1477,1,Corbiculidae,10,0,,GEORGEJ DEVLIN,WQM_DBA,3/16/2000 0:00
2-JKS023.61,FAMJKS1477,1,Gammaridae,3,0,,GEORGEJ DEVLIN,WQM_DBA,3/16/2000 0:00
2-JKS023.61,FAMJKS1477,1,Planorbidae,14,0,,GEORGEJ DEVLIN,WQM_DBA,3/16/2000 0:00
2-JKS023.61,FAMJKS1477,1,Simuliidae,20,0,,GEORGEJ DEVLIN,WQM_DBA,3/16/2000 0:00
2-JKS023.61,FAMJKS1477,1,Tricladida,44,0,,GEORGEJ DEVLIN,WQM_DBA,3/16/2000 0:00
2-JKS023.61,FAMJKS1477,1,Tubificidae,17,0,,GEORGEJ DEVLIN,WQM_DBA,3/16/2000 0:00
2-JKS023.61,FAMJKS2972,1,Ancylidae,2,0,,GEORGEJ DEVLIN,WQM_DBA,6/23/2004 0:00
2-JKS023.61,FAMJKS2972,1,Baetidae,2,0,,GEORGEJ DEVLIN,WQM_DBA,6/23/2004 0:00
2-JKS023.61,FAMJKS2972,1,Chironomidae,12,0,,GEORGEJ DEVLIN,WQM_DBA,6/23/2004 0:00
2-JKS023.61,FAMJKS2972,1,Chironomidae (B),1,0,,GEORGEJ DEVLIN,WQM_DBA,6/23/2004 0:00
2-JKS023.61,FAMJKS2972,1,Corydalidae,2,0,,GEORGEJ DEVLIN,WQM_DBA,6/23/2004 0:00
2-JKS023.61,FAMJKS2972,1,Elmidae,4,0,,GEORGEJ DEVLIN,WQM_DBA,6/23/2004 0:00
2-JKS023.61,FAMJKS2972,1,Empididae,1,0,,GEORGEJ DEVLIN,WQM_DBA,6/23/2004 0:00
2-JKS023.61,FAMJKS2972,1,Ephemerellidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,6/23/2004 0:00
2-JKS023.61,FAMJKS2972,1,Gomphidae,1,0,,GEORGEJ DEVLIN,WQM_DBA,6/23/2004 0:00
2-JKS023.61,FAMJKS4339,1,Asellidae,22,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4339,1,Baetidae,1,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4339,1,Chironomidae,23,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4339,1,Elmidae,3,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4339,1,Ephemerellidae,1,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4339,1,Lumbriculidae,31,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4339,1,Psephenidae,1,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4339,1,Simuliidae,25,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4339,1,Tricladida,1,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4340,1,Asellidae,52,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4340,1,Chironomidae,12,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4340,1,Elmidae,1,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4340,1,Empididae,1,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4340,1,Gammaridae,8,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4340,1,Hydropsychidae,7,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4340,1,Pisidiidae,1,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4340,1,Planorbidae,10,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4340,1,Psephenidae,1,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4340,1,Simuliidae,43,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4340,1,Tricladida,17,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4340,1,Viviparidae,2,0,,JASONR HILL,WQM_DBA,8/16/2007 0:00
2-JKS023.61,FAMJKS4567,1,Asellidae,3,0,,MIKEL HUTCHISON,WQM_DBA,12/11/2007 0:00
2-JKS023.61,FAMJKS4567,1,Chironomidae,17,0,,MIKEL HUTCHISON,WQM_DBA,12/11/2007 0:00
2-JKS023.61,FAMJKS4567,1,Corbiculidae,1,0,,MIKEL HUTCHISON,WQM_DBA,12/11/2007 0:00
2-JKS023.61,FAMJKS4567,1,Elmidae,16,0,,MIKEL HUTCHISON,WQM_DBA,12/11/2007 0:00
2-JKS023.61,FAMJKS4567,1,Empididae,1,0,,MIKEL HUTCHISON,WQM_DBA,12/11/2007 0:00
2-JKS023.61,FAMJKS4567,1,Gammaridae,1,0,,MIKEL HUTCHISON,WQM_DBA,12/11/2007 0:00
2-JKS023.61,FAMJKS4567,1,Hydropsychidae,7,0,,MIKEL HUTCHISON,WQM_DBA,12/11/2007 0:00
2-JKS023.61,FAMJKS4567,1,Planorbidae,18,0,,MIKEL HUTCHISON,WQM_DBA,12/11/2007 0:00
2-JKS023.61,FAMJKS4567,1,Tricladida,46,0,,MIKEL HUTCHISON,WQM_DBA,12/11/2007 0:00
2-JKS023.61,FAMJKS528,1,Chironomidae,25,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS528,1,Ephemerellidae,4,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS528,1,Isonychiidae,1,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS528,1,Perlidae,2,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS528,1,Simuliidae,25,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS528,1,Tricladida,25,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS528,1,Tubificidae,25,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS5522,1,Asellidae,4,0,,RICHARD (DREW)D MILLER,WQM_DBA,4/14/2009 0:00
2-JKS023.61,FAMJKS5522,1,Chironomidae,9,0,,RICHARD (DREW)D MILLER,WQM_DBA,4/14/2009 0:00
2-JKS023.61,FAMJKS5522,1,Corbiculidae,2,0,,RICHARD (DREW)D MILLER,WQM_DBA,4/14/2009 0:00
2-JKS023.61,FAMJKS5522,1,Elmidae,12,0,,RICHARD (DREW)D MILLER,WQM_DBA,4/14/2009 0:00
2-JKS023.61,FAMJKS5522,1,Empididae,1,0,,RICHARD (DREW)D MILLER,WQM_DBA,4/14/2009 0:00
2-JKS023.61,FAMJKS5522,1,Hydracarina,4,0,,RICHARD (DREW)D MILLER,WQM_DBA,4/14/2009 0:00
2-JKS023.61,FAMJKS5522,1,Hydropsychidae,14,0,,RICHARD (DREW)D MILLER,WQM_DBA,4/14/2009 0:00
2-JKS023.61,FAMJKS5522,1,Lumbriculidae,8,0,,RICHARD (DREW)D MILLER,WQM_DBA,4/14/2009 0:00
2-JKS023.61,FAMJKS5522,1,Planorbidae,4,0,,RICHARD (DREW)D MILLER,WQM_DBA,4/14/2009 0:00
2-JKS023.61,FAMJKS5522,1,Simuliidae,14,0,,RICHARD (DREW)D MILLER,WQM_DBA,4/14/2009 0:00
2-JKS023.61,FAMJKS5522,1,Tricladida,34,0,,RICHARD (DREW)D MILLER,WQM_DBA,4/14/2009 0:00
2-JKS023.61,FAMJKS735,1,Chironomidae (B),10,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS735,1,Tricladida,50,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS735,1,Tubificidae,100,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS846,1,Chironomidae,4,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS846,1,Ephemerellidae,19,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS846,1,Perlidae,1,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS846,1,Tricladida,23,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS846,1,Tubificidae,50,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS873,1,Chironomidae,10,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS873,1,Corydalidae,1,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS873,1,Heptageniidae,1,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS873,1,Perlidae,3,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS873,1,Simuliidae,72,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS873,1,Tricladida,15,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS3320,1,Asellidae,3,0,,MARYV RUMMEL (DAIL),WQM_DBA,3/7/2005 0:00
2-JKS023.61,FAMJKS3320,1,Athericidae,1,0,,MARYV RUMMEL (DAIL),WQM_DBA,3/7/2005 0:00
2-JKS023.61,FAMJKS3320,1,Baetidae,1,0,,MARYV RUMMEL (DAIL),WQM_DBA,3/7/2005 0:00
2-JKS023.61,FAMJKS3320,1,Chironomidae,23,0,,MARYV RUMMEL (DAIL),WQM_DBA,3/7/2005 0:00
2-JKS023.61,FAMJKS3320,1,Corbiculidae,2,0,,MARYV RUMMEL (DAIL),WQM_DBA,3/7/2005 0:00
2-JKS023.61,FAMJKS3320,1,Elmidae,63,0,,MARYV RUMMEL (DAIL),WQM_DBA,3/7/2005 0:00
2-JKS023.61,FAMJKS3320,1,Ephemerellidae,3,0,,MARYV RUMMEL (DAIL),WQM_DBA,3/7/2005 0:00
2-JKS023.61,FAMJKS3320,1,Gomphidae,1,0,,MARYV RUMMEL (DAIL),WQM_DBA,3/7/2005 0:00
2-JKS023.61,FAMJKS3320,1,Heptageniidae,2,0,,MARYV RUMMEL (DAIL),WQM_DBA,3/7/2005 0:00
2-JKS023.61,FAMJKS3320,1,Hydropsychidae,8,0,,MARYV RUMMEL (DAIL),WQM_DBA,3/7/2005 0:00
2-JKS023.61,FAMJKS3320,1,Lumbriculidae,4,0,,MARYV RUMMEL (DAIL),WQM_DBA,3/7/2005 0:00
2-JKS023.61,FAMJKS3320,1,Philopotamidae,1,0,,MARYV RUMMEL (DAIL),WQM_DBA,3/7/2005 0:00
2-JKS023.61,FAMJKS3320,1,Psephenidae,4,0,,MARYV RUMMEL (DAIL),WQM_DBA,3/7/2005 0:00
2-JKS023.61,FAMJKS3320,1,Tricladida,55,0,,MARYV RUMMEL (DAIL),WQM_DBA,3/7/2005 0:00
2-JKS023.61,FAMJKS3320,1,Tubificidae,9,0,,MARYV RUMMEL (DAIL),WQM_DBA,3/7/2005 0:00
2-JKS023.61,FAMJKS374,1,Asellidae,3,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS374,1,Corbiculidae,2,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS374,1,Lymnaeidae,6,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS374,1,Simuliidae,7,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS374,1,Tricladida,75,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
2-JKS023.61,FAMJKS374,1,Tubificidae,8,0,,LAWRENCED WILLIS,WQM_DBA,7/30/2020 17:20
